Building,Room,Date/Time
Blair,102,4/23/19 2:05 PM
Forbes,A426,4/24/19 12:00 AM
Forbes,307,4/24/19 10:06 AM
Forbes,306,4/24/19 10:06 AM
Forbes,156,4/24/19 10:09 AM
Forbes,317,4/24/19 10:13 AM
Forbes,318,4/24/19 10:14 AM
Forbes,106,4/24/19 10:15 AM
Forbes,155,4/24/19 10:17 AM
Forbes,154,4/24/19 10:17 AM
Forbes,305,4/24/19 10:18 AM
Forbes,308,4/24/19 10:21 AM
Forbes,A244,4/24/19 10:22 AM
Forbes,A126,4/24/19 10:23 AM
Forbes,A142,4/24/19 10:28 AM
Forbes,224,4/24/19 10:31 AM
Forbes,304,4/24/19 10:34 AM
Forbes,151,4/24/19 10:35 AM
Forbes,A155,4/24/19 10:38 AM
Forbes,A248,4/24/19 10:38 AM
Forbes,A246,4/24/19 10:38 AM
Forbes,152,4/24/19 10:39 AM
Forbes,331,4/24/19 10:39 AM
Forbes,324,4/24/19 10:42 AM
Forbes,153,4/24/19 10:44 AM
Forbes,235,4/24/19 10:45 AM
Forbes,254,4/24/19 10:47 AM
Forbes,224N,4/24/19 10:48 AM
Forbes,251,4/24/19 10:49 AM
Forbes,255,4/24/19 10:49 AM
Forbes,A258,4/24/19 10:50 AM
Forbes,A257,4/24/19 10:55 AM
Forbes,A255,4/24/19 10:55 AM
Forbes,218,4/24/19 10:57 AM
Forbes,A148,4/24/19 11:02 AM
Forbes,A147,4/24/19 11:02 AM
Forbes,A146,4/24/19 11:02 AM
Forbes,A156,4/24/19 11:02 AM
Forbes,A154,4/24/19 11:02 AM
Forbes,A135,4/24/19 11:04 AM
Forbes,A133,4/24/19 11:04 AM
Forbes,A134,4/24/19 11:06 AM
Forbes,219,4/24/19 11:06 AM
Forbes,252,4/24/19 11:14 AM
Forbes,234,4/24/19 11:16 AM
Forbes,A174,4/24/19 11:17 AM
Forbes,A136,4/24/19 11:17 AM
Forbes,303,4/24/19 11:17 AM
Forbes,A252,4/24/19 11:18 AM
Forbes,253,4/24/19 11:18 AM
Forbes,A250,4/24/19 11:18 AM
Forbes,220,4/24/19 11:21 AM
Forbes,261,4/24/19 11:22 AM
Forbes,A268,4/24/19 11:22 AM
Forbes,221,4/24/19 11:23 AM
Forbes,A144,4/24/19 11:24 AM
Forbes,A256,4/24/19 11:28 AM
Forbes,A254,4/24/19 11:28 AM
Forbes,A138,4/24/19 11:28 AM
Forbes,263,4/24/19 11:29 AM
Forbes,A247,4/24/19 11:30 AM
Forbes,A242,4/24/19 11:30 AM
Forbes,264,4/24/19 11:34 AM
Forbes,A323,4/24/19 11:35 AM
Forbes,321,4/24/19 11:35 AM
Forbes,A245,4/24/19 11:38 AM
Forbes,217,4/24/19 11:46 AM
Forbes,A270,4/24/19 11:48 AM
Forbes,A259,4/24/19 11:49 AM
Forbes,A261,4/24/19 11:54 AM
Forbes,A260,4/24/19 11:54 AM
Forbes,A263,4/24/19 11:54 AM
Forbes,A266,4/24/19 11:54 AM
